0	0.16	0.16	0.52	0.16	0.16	0.16	0.16	0	0	0	0.24	0	0	0	0	0	0	0.12	0.12	0	0.12	0	0.24	0	0	0	0.12	0	0	0	0	0	0	0	0	0.6	0	0	0	0.36	0	0	0	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0.12	0.12	0	0	0	0	0	0	0	0	0.12	0	0.36	0.12	0.12	0	0	0	0	0.48	0	0	0	0.12	0.36	0	0.12	0.24	0	0.12	0	0	0	0	0	0	0.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.222222	0	0.222222	0.222222	0.222222	0.222222	0.222222	0.222222	0	0	0	0	0	0	0.222222	0	0	0	0.222222	0.333333	0.222222	0.166667	0.166667	0	0	0	0.166667	0	0	0	0	0	0	0.222222	0	0.388889	0	0	0	0	0.166667	0	0	0	0.166667	0	0	0	0	0	0	0.166667	0	0	0	0	0	0	0.222222	0.222222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.222222	0.222222	0	0.222222	0.222222	0.222222	0.222222	0.222222	0	0	0	0	0	0	0	0	0	0.166667	0	0	0.222222	0.222222	0.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166667	0	0	0	0.222222	0	0	0	0.222222	0	0	0	0	0	0.222222	0	0	0	0	0	0.166667	0	0	0	0	0	0	0	0.222222	0.222222	0	0	0	0	0	0	0	0	0.222222	0.222222	0	0	0	0	0	0	0	0	0.166667	0	0.166667	0	0	0.166667	0.166667	0	0	0.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.0915493	0.028169	0.028169	0	0.183099	0.056338	0.126761	0.084507	0.112676	0.295775	0.0774648	0.056338	0.056338	0	0.0915493	0.028169	0	0.0492958	0.105634	0.105634	0.147887	0.0492958	0.0704225	0.0985916	0.084507	0.056338	0	0.028169	0.056338	0.028169	0.028169	0.028169	0.140845	0.112676	0.084507	0	0.119718	0.105634	0.0352113	0	0.15493	0.028169	0.028169	0.140845	0.0352113	0	0.028169	0.0704225	0.112676	0.028169	0	0.0422535	0	0.0633803	0	0.0211268	0	0	0	0	0.0492958	0	0.056338	0.028169	0.056338	0	0.028169	0.0704225	0.112676	0.0774648	0.0915493	0.0422535	0.133803	0.0704225	0.0211268	0	0.084507	0.0492958	0	0.112676	0.0492958	0.0492958	0.0211268	0	0.0422535	0	0.0211268	0.0633803	0	0.0422535	0.0422535	0.0211268	0	0	0	0.0422535	0.0211268	0	0	0	0.0422535	0.0422535	0	0	0	0.126761	0.084507	0.105634	0.0704225	0	0.0352113	0.084507	0.0422535	0.0422535	0.084507	0.0422535	0	
0.133333	0.133333	0.133333	0.866667	0	0.133333	0.733333	0.4	0.133333	0.733333	0.133333	0.266667	0.4	0	0	0.133333	0	0.133333	0	0	0	0	0.2	0.2	0	0	0.133333	0.133333	0.133333	0.133333	0.133333	0.133333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.363636	0.363636	0.363636	0.727273	0.363636	0	0.363636	0.363636	0	0	0	0	0	0	0	0	0	0	0	0.272727	0	0	0	0	0.363636	0.363636	0	0.272727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.272727	0.272727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.181818	0.181818	0.181818	0.818182	1	0.181818	0	0.363636	0	0.636364	0.181818	0.181818	0.363636	0	0	0	0	0.181818	0	0	0	0	0.272727	0.272727	0	0	0.181818	0.181818	0.181818	0.181818	0	0.181818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.272727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.272727	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0.166667	0.166667	0.166667	0.5	0.5	0.166667	0.333333	0	0.166667	0.5	0	0	0	0.166667	0.166667	0.333333	0.166667	0.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0.290909	0.0727273	0	0	0.0727273	0	0.0727273	0	0	0	0	0	0	0	0	0	0.163636	0	0.109091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109091	0	0	0	0	0	0	0	0	0	0	0	0.0545455	0.109091	0	0	0.109091	0	0	0	0	0	0	0.218182	0	0.163636	0	0	0.109091	0	0.109091	0.545455	0.109091	0.109091	0.0545455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109091	0	0	0	0	0	0	0	0	0	0	0	0.381818	0.709091	0	0	0	0	0.218182	0	0.109091	0.109091	0.545455	0.218182	
0	0	0	0.688525	0.360656	0	0.229508	0.196721	0.0655738	0	0.0655738	0.180328	0.131148	0	0	0.131148	0.0655738	0.131148	0	0	0.131148	0.180328	0.163934	0.147541	0.131148	0.0655738	0	0	0	0	0.0655738	0.0655738	0.393443	0.196721	0.196721	0	0	0	0	0	0.131148	0.0655738	0.0655738	0.459016	0	0	0.131148	0	0.163934	0.0655738	0	0	0.0655738	0.0655738	0	0.0655738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0983607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
